"id_trecho_,N,10,0","vl_br,C,3","sg_uf,C,2","nm_tipo_tr,C,254","sg_tipo_tr,C,1","desc_coinc,C,254","vl_codigo,C,20","ds_local_i,C,254","ds_local_f,C,254","vl_km_inic,N,19,8","vl_km_fina,N,19,8","vl_extensa,N,19,8","ds_sup_fed,C,254","ds_obra,C,3","ul,C,254","ds_coinc,C,254","ds_tipo_ad,C,254","ds_ato_leg,C,254","est_coinc,C,254","sup_est_co,C,254","ds_jurisdi,C,254","ds_superfi,C,254","ds_legenda,C,254","sg_legenda,C,254","leg_multim,C,254","versao_snv,C,15","id_versao,N,10,0","marcador,C,254"
156945,450,DF,Eixo Principal,B,-,450BDF0090,ACESSO AO SETOR DE ARMAZENAMENTO,EIXO MONUMENTAL,10.9,13.3,2.4,PLA,,,450BDF0090,Distrital,,DF-003,DUP,Distrital,PLA,Planejada,PLA,Duplicada,202507A,80,|
156946,450,DF,Eixo Principal,B,-,450BDF0110,EIXO MONUMENTAL,ENTR DF-095 (EPCL),13.3,14.4,1.1,PLA,,,450BDF0110,Distrital,,DF-003,DUP,Distrital,PLA,Planejada,PLA,Duplicada,202507A,80,|
156947,450,DF,Eixo Principal,B,-,450BDF0130,ENTR DF-095 (EPCL),ENTR DF-085 (EPTG),14.4,17.2,2.8,PLA,,,450BDF0130,Distrital,,DF-003,DUP,Distrital,PLA,Planejada,PLA,Duplicada,202507A,80,|
156948,450,DF,Eixo Principal,B,-,450BDF0150,ENTR DF-085 (EPTG),ENTR DF-051 (EPGU),17.2,20.6,3.4,PLA,,,450BDF0150,Distrital,,DF-003,DUP,Distrital,PLA,Planejada,PLA,Duplicada,202507A,80,|
156949,450,DF,Eixo Principal,B,-,450BDF0170,ENTR DF-051 (EPGU),ENTR DF-075 (EPNB),20.6,23,2.4,PLA,,,450BDF0170,Distrital,,DF-003,DUP,Distrital,PLA,Planejada,PLA,Duplicada,202507A,80,|
156950,450,DF,Eixo Principal,B,-,450BDF0190,ENTR DF-075 (EPNB),ENTR DF-025 (EPDB),23,24.4,1.4,PLA,,,450BDF0190,Distrital,,DF-003,DUP,Distrital,PLA,Planejada,PLA,Duplicada,202507A,80,|
156951,450,DF,Eixo Principal,B,-,450BDF0210,ENTR DF-025 (EPDB),ENTR DF-055,24.4,25.3,0.9,PLA,,,450BDF0210,Distrital,,DF-003,DUP,Distrital,PLA,Planejada,PLA,Duplicada,202507A,80,|
156952,450,DF,Eixo Principal,B,-,450BDF0230,ENTR DF-055,ENTR DF-065 (EPIP),25.3,33.4,8.1,PLA,,,450BDF0230,Distrital,,DF-003,DUP,Distrital,PLA,Planejada,PLA,Duplicada,202507A,80,|
156953,450,DF,Eixo Principal,B,-,450BDF0250,ENTR DF-065 (EPIP),ENTR BR-040/050/251/450/DF-003 (BRASÍLIA),33.4,36.7,3.3,PLA,,,450BDF0250,Distrital,,DF-003,DUP,Distrital,PLA,Planejada,PLA,Duplicada,202507A,80,|
156954,451,MG,Eixo Principal,B,-,451BMG0010,ENTR BR-135/451 (BOCAIÚVA),ACESSO OLHOS D'ÁGUA,0,44.5,44.5,PLA,,,451BMG0010,Estadual,,MG-451,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
156955,451,MG,Eixo Principal,B,-,451BMG0020,ACESSO OLHOS D'ÁGUA,INÍCO PONTE S/RIO JEQUITINHONHA,44.5,63.7,19.2,PLA,,,451BMG0020,Estadual,,MG-451,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
156957,451,MG,Eixo Principal,B,-,451BMG0024,INÍCO PONTE S/RIO JEQUITINHONHA,ENTR BR-367/451,63.7,98.4,34.7,PLA,,,451BMG0024,Estadual,,MG-451,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
156959,451,MG,Eixo Principal,B,Coinc,451BMG0028,ENTR BR-367/451,ENTR BR-367/451,98.4,123.3,24.9,PLA,,,367BMG0260;451BMG0028,Estadual,,MG-367,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
156960,451,MG,Eixo Principal,B,-,451BMG0030,ENTR BR-367/451,CARBONITA,123.3,150.2,26.9,PLA,,,451BMG0030,Estadual,,MG-451,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
156961,451,MG,Eixo Principal,B,-,451BMG0037,CARBONITA,ENTR MG-117/214 (ITAMARANDIBA),150.2,195.8,45.6,PLA,,,451BMG0037,Estadual,,MG-451,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
156962,451,MG,Eixo Principal,B,-,451BMG0050,ENTR MG-117/214 (ITAMARANDIBA),ENTR BR-120/451 (ACESSO NORTE STA MARIA DO SUAÇUÍ),195.8,275,79.2,PLA,,,451BMG0050,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
156963,451,MG,Eixo Principal,B,Coinc,451BMG0055,ENTR BR-120/451 (ACESSO NORTE STA MARIA DO SUAÇUÍ),ACESSO SÃO JOSÉ DO JACURÍ,275,318.5,43.5,PLA,,,120BMG0090;451BMG0055,Estadual,,MG-120,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
156964,451,MG,Eixo Principal,B,Coinc,451BMG0060,ACESSO SÃO JOSÉ DO JACURÍ,ENTR BR-120/451 (ACESSO OESTE SÃO PEDRO DO SUAÇUÍ),318.5,320.8,2.3,PLA,,,120BMG0105;451BMG0060,Estadual,,MG-120,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
156965,451,MG,Eixo Principal,B,-,451BMG0065,ENTR BR-120/451 (ACESSO OESTE SÃO PEDRO DO SUAÇUÍ),SÃO PEDRO DO SUAÇUÍ,320.8,323.1,2.3,PLA,,,451BMG0065,Estadual,,MG-416,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
156966,451,MG,Eixo Principal,B,-,451BMG0070,SÃO PEDRO DO SUAÇUÍ,MARILAC,323.1,380.9,57.8,PLA,,,451BMG0070,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
156967,451,MG,Eixo Principal,B,-,451BMG0080,MARILAC,ENTR BR-116/451/MG-451,380.9,412.1,31.2,PLA,,,451BMG0080,Estadual,,MG-451,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
156968,451,MG,Eixo Principal,B,Coinc,451BMG0085,ENTR BR-116/451/MG-451,ENTR BR-116/259 (ACESSO NORTE GOV. VALADARES),412.1,431.4,19.3,PAV,,Governador Valadares,116BMG1175;451BMG0085,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156969,451,MG,Eixo Principal,B,Coinc,451BMG0090,ENTR BR-116/259 (ACESSO NORTE GOV. VALADARES),ENTR BR-116/381/451 (GOV. VALADARES),431.4,434.4,3,PAV,,Governador Valadares,116BMG1180;451BMG0090,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156970,452,GO,Eixo Principal,B,-,452BGO0010,ENTR BR-060/452/AV.PRESIDENTE VARGAS (RIO VERDE),ENTR GO-501 (P/OUROANA),0,39,39,PAV,,Rio Verde,452BGO0010,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156971,452,GO,Eixo Principal,B,-,452BGO0011,ENTR GO-501 (P/OUROANA),ENTR GO-164 (P/SANTA HELENA),39,40.9,1.9,PAV,,Rio Verde,452BGO0011,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156972,452,GO,Eixo Principal,B,-,452BGO0012,ENTR GO-164 (P/SANTA HELENA),ENTR GO-164 (P/QUIRINÓPOLIS),40.9,47.8,6.9,PAV,,Rio Verde,452BGO0012,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156973,452,GO,Eixo Principal,B,-,452BGO0030,ENTR GO-164 (P/QUIRINÓPOLIS),ENTR GO-409 (P/MAURILÂNDIA),47.8,65.1,17.3,PAV,,Rio Verde,452BGO0030,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156974,452,GO,Eixo Principal,B,-,452BGO0032,ENTR GO-409 (P/MAURILÂNDIA),ENTR GO-319 (P/CASTELÂNDIA),65.1,79.2,14.1,PAV,,Rio Verde,452BGO0032,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156975,452,GO,Eixo Principal,B,-,452BGO0033,ENTR GO-319 (P/CASTELÂNDIA),ENTR GO-410 (P/PORTEIRÃO),79.2,83.3,4.1,PAV,,Rio Verde,452BGO0033,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156976,452,GO,Eixo Principal,B,-,452BGO0034,ENTR GO-410 (P/PORTEIRÃO),ENTR GO-319(B),83.3,87.7,4.4,PAV,,Rio Verde,452BGO0034,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156977,452,GO,Eixo Principal,B,-,452BGO0036,ENTR GO-319(B),BOM JESUS DE GOIÁS,87.7,134.7,47,PAV,,Rio Verde,452BGO0036,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156978,452,GO,Eixo Principal,B,-,452BGO0040,BOM JESUS DE GOIÁS,ENTR GO-040,134.7,139.1,4.4,PAV,,Rio Verde,452BGO0040,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156979,452,GO,Eixo Principal,B,-,452BGO0050,ENTR GO-040,ENTR BR-154/452/483/GO-206 (ACESSO OESTE ITUMBIARA),139.1,181.1,42,PAV,,Rio Verde,452BGO0050,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156980,452,GO,Eixo Principal,B,Coinc,452BGO0060,ENTR BR-154/452/483/GO-206 (ACESSO OESTE ITUMBIARA),ENTR GO-206/AV.MODESTO DE CARVALHO (ITUMBIARA),181.1,187.6,6.5,PAV,,Rio Verde,154BGO0025;452BGO0060;483BGO0035,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156981,452,GO,Eixo Principal,B,Coinc,452BGO0070,ENTR GO-206/AV.MODESTO DE CARVALHO (ITUMBIARA),ENTR BR-153/154/452/483 (ACESSO NORTE ITUMBIARA),187.6,196.6,9,PAV,,Rio Verde,154BGO0020;452BGO0070;483BGO0030,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156982,452,GO,Eixo Principal,B,Coinc,452BGO0090,ENTR BR-153/154/452/483 (ACESSO NORTE ITUMBIARA),FIM PONTE S/RIO PARANAÍBA (DIV GO/MG - ARAPORÃ),196.6,203.5,6.9,DUP,,Rio Verde,153BGO0770;452BGO0090,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
156983,452,MG,Eixo Principal,B,Coinc,452BMG0110,FIM PONTE S/RIO PARANAÍBA (DIV GO/MG - ARAPORÃ),ENTR BR-153/452,0,4.1,4.1,DUP,,Prata,153BMG0790;452BMG0110,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
156984,452,MG,Eixo Principal,B,-,452BMG0115,ENTR BR-153/452,ENTR MG-452,4.1,5.8,1.7,PLA,,,452BMG0115,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
156985,452,MG,Eixo Principal,B,-,452BMG0120,ENTR MG-452,ENTR MG-223/452 (TUPACIGUARA),5.8,63.1,57.3,PLA,,,452BMG0120,Estadual,,MG-452,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
156986,452,MG,Eixo Principal,B,-,452BMG0130,ENTR MG-223/452 (TUPACIGUARA),ENTR BR-365/452/MG-452 (P/TUPACIGUARA),63.1,95.9,32.8,PLA,,,452BMG0130,Estadual,,Alienado,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
156987,452,MG,Eixo Principal,B,Coinc,452BMG0150,ENTR BR-365/452/MG-452 (P/TUPACIGUARA),ENTR BR-050/365/452/497 (ACESSO OESTE UBERLÂNDIA),95.9,123.4,27.5,DUP,,Uberlândia,365BMG0315;452BMG0150,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
158707,452,MG,Eixo Principal,B,Coinc,452BMG0155,ENTR BR-050/365/452/497 (ACESSO OESTE UBERLÂNDIA),ENTR BR-050/365/452/497 (VIADUTO RÉGIS BITTENCOURT-UBERLÂNDIA),123.4,131.9,8.5,DUP,,Uberlândia,365BMG0310;452BMG0155;497BMG0012,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
156988,452,MG,Eixo Principal,B,Coinc,452BMG0180,ENTR BR-050/365/452/497 (VIADUTO RÉGIS BITTENCOURT-UBERLÂNDIA),ENTR BR-050/365/452/455/497 (UBERLÂNDIA),131.9,137,5.1,DUP,,Uberlândia,050BMG0240;365BMG0290;452BMG0180;497BMG0010,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
156989,452,MG,Eixo Principal,B,Coinc,452BMG0190,ENTR BR-050/365/452/455/497 (UBERLÂNDIA),ENTR BR-050/365/452/MGC-452 (ACESSO LESTE UBERLÂNDIA),137,140.9,3.9,PAV,,Uberlândia,365BMG0270;452BMG0190,Federal,,,,Federal,PAV,Pavimentada,PAV,Pavimentada,202507A,80,|
156990,452,MG,Eixo Principal,B,-,452BMG0210,ENTR BR-050/365/452/MGC-452 (ACESSO LESTE UBERLÂNDIA),ACESSO TAPUIRAMA,140.9,177.5,36.6,PLA,,,452BMG0210,Estadual,,Alienado,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
156991,452,MG,Eixo Principal,B,-,452BMG0220,ACESSO TAPUIRAMA,ENTR MG-190 (P/NOVA PONTE),177.5,206.4,28.9,PLA,,,452BMG0220,Estadual,,Alienado,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
162418,452,MG,Eixo Principal,B,-,452BMG0230,ENTR MG-190 (P/NOVA PONTE),ENTR BR-452/462/MG-462 (ACESSO SUL PERDIZES),206.4,258.6,52.2,PLA,,,452BMG0230,Estadual,,Alienado,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
164589,452,MG,Eixo Principal,B,-,452BMG0240,ENTR BR-452/462/MG-462 (ACESSO SUL PERDIZES),ENTR BR-452/462,258.6,262.6,4,PLA,,,452BMG0240;462BMG0012,Estadual,,Alienado,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
164590,452,MG,Eixo Principal,B,-,452BMG0250,ENTR BR-452/462,ENTR BR-146/452/AV.DAMASO DRUMOND (ARAXÁ),262.6,307.9,45.3,PLA,,,452BMG0250,Estadual,,Alienado,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
156999,453,RS,Eixo Principal,B,-,453BRS0010,ENTR BR-287/453/RS-244 (P/VALE VERDE),ENTR RS-130 (P/CRUZEIRO DO SUL),0,29.8,29.8,PLA,,,453BRS0010,Estadual,,RS-453,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
157000,453,RS,Eixo Principal,B,-,453BRS0050,ENTR RS-130 (P/CRUZEIRO DO SUL),ENTR RS-413 (P/SANTA CLARA),29.8,30.4,0.6,PLA,,,453BRS0050,Estadual,,RS-453,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
157001,453,RS,Eixo Principal,B,-,453BRS0060,ENTR RS-413 (P/SANTA CLARA),ENTR BR-386/453/RS-130 (P/LAJEADO),30.4,32.8,2.4,PLA,,,453BRS0060,Estadual,,RS-453,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
157002,453,RS,Eixo Principal,B,Coinc,453BRS0070,ENTR BR-386/453/RS-130 (P/LAJEADO),ENTR BR-386/453/RS-129 (ESTRELA),32.8,37.9,5.1,PLA,,,386BRS0250;453BRS0070,Estadual,,Alienado,DUP,Estadual,PLA,Planejada,PLA,Duplicada,202507A,80,|
157003,453,RS,Eixo Principal,B,-,453BRS0090,ENTR BR-386/453/RS-129 (ESTRELA),ENTR RS-128 (TEUTÔNIA),37.9,54,16.1,PLA,,,453BRS0090,Estadual,,RS-453,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
157004,453,RS,Eixo Principal,B,-,453BRS0110,ENTR RS-128 (TEUTÔNIA),ACESSO IMIGRANTE,54,65.4,11.4,PLA,,,453BRS0110,Estadual,,RS-453,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
157005,453,RS,Eixo Principal,B,-,453BRS0115,ACESSO IMIGRANTE,ENTR BR-453/470/RS-453 (GARIBALDI),65.4,96.1,30.7,PLA,,,453BRS0115,Estadual,,RS-453,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
157006,453,RS,Eixo Principal,B,-,453BRS0130,ENTR BR-453/470/RS-453 (GARIBALDI),ENTR BR-453/470 (BENTO GONÇALVES),96.1,101.4,5.3,PAV,,Passo Fundo,453BRS0130;470BRS0430,Convênio Adm.Federal/Estadual,,,,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202507A,80,|
157007,453,RS,Eixo Principal,B,-,453BRS0150,ENTR BR-453/470 (BENTO GONÇALVES),ENTR RS-444 (P/BENTO GONÇALVES),101.4,107.2,5.8,PLA,,,453BRS0150,Estadual,,RS-453,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
157008,453,RS,Eixo Principal,B,-,453BRS0160,ENTR RS-444 (P/BENTO GONÇALVES),ENTR RS-448 (P/VILA SÃO MARCOS),107.2,113.9,6.7,PLA,,,453BRS0160,Estadual,,RS-453,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
157009,453,RS,Eixo Principal,B,-,453BRS0170,ENTR RS-448 (P/VILA SÃO MARCOS),ACESSO CARAVAGGIO,113.9,119.4,5.5,PLA,,,453BRS0170,Estadual,,RS-453,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
157010,453,RS,Eixo Principal,B,-,453BRS0180,ACESSO CARAVAGGIO,ENTR RS-122 (FARROUPILHA),119.4,121.4,2,PLA,,,453BRS0180,Estadual,,RS-453,DUP,Estadual,PLA,Planejada,PLA,Duplicada,202507A,80,|
157011,453,RS,Eixo Principal,B,-,453BRS0190,ENTR RS-122 (FARROUPILHA),ACESSO CAXIAS DO SUL,121.4,130.6,9.2,PLA,,,453BRS0190,Estadual,,RS-453,DUP,Estadual,PLA,Planejada,PLA,Duplicada,202507A,80,|
157012,453,RS,Eixo Principal,B,-,453BRS0210,ACESSO CAXIAS DO SUL,ENTR RS-122 (CAXIAS DO SUL),130.6,141.6,11,PLA,,,453BRS0210,Estadual,,RS-453,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
157013,453,RS,Eixo Principal,B,-,453BRS0230,ENTR RS-122 (CAXIAS DO SUL),ENTR BR-116/453 (P/SÃO CIRO),141.6,148,6.4,PLA,,,453BRS0230,Estadual,,RS-453,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
157014,453,RS,Eixo Principal,B,-,453BRS0250,ENTR BR-116/453 (P/SÃO CIRO),EBERLE,148,148.5,0.5,PLA,,,453BRS0250,Estadual,,Alienado,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
157015,453,RS,Eixo Principal,B,-,453BRS0290,EBERLE,ENTR RS-476 (LAJEADO GRANDE),148.5,200.9,52.4,PLA,,,453BRS0290,Estadual,,Alienado,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
157016,453,RS,Eixo Principal,B,-,453BRS0310,ENTR RS-476 (LAJEADO GRANDE),ENTR RS-110 (VÁRZEA DO CEDRO),200.9,223.4,22.5,PLA,,,453BRS0310,Estadual,,RS-453,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
157017,453,RS,Eixo Principal,B,-,453BRS0330,ENTR RS-110 (VÁRZEA DO CEDRO),ENTR RS-020 (P/SÃO FRANCISCO DE PAULA),223.4,240.4,17,PLA,,,453BRS0330,Estadual,,RS-453,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
157018,453,RS,Eixo Principal,B,-,453BRS0350,ENTR RS-020 (P/SÃO FRANCISCO DE PAULA),ENTR RS-020 (P/CAMBARÁ DO SUL),240.4,242.3,1.9,PLA,,,453BRS0350,Estadual,,RS-453,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
157019,453,RS,Eixo Principal,B,-,453BRS0370,ENTR RS-020 (P/CAMBARÁ DO SUL),ENTR RS-486 (ARATINGA),242.3,255.9,13.6,PLA,,,453BRS0370,Estadual,,RS-453,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
157020,453,RS,Eixo Principal,B,-,453BRS0390,ENTR RS-486 (ARATINGA),ENTR RS-494,255.9,288.9,33,PLA,,,453BRS0390,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
157021,453,RS,Eixo Principal,B,-,453BRS0400,ENTR RS-494,ENTR BR-101/453 (ACESSO TORRES),288.9,303.9,15,PLA,,,453BRS0400,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
157022,453,RS,Eixo Principal,B,-,453BRS0405,ENTR BR-101/453 (ACESSO TORRES),ENTR RS-389 (P/CAPÃO DA CANOA),303.9,305.8,1.9,PLA,,,453BRS0405,Estadual,,Alienado,DUP,Estadual,PLA,Planejada,PLA,Duplicada,202507A,80,|
157023,453,RS,Eixo Principal,B,-,453BRS0410,ENTR RS-389 (P/CAPÃO DA CANOA),TORRES,305.8,309.3,3.5,PLA,,,453BRS0410,Municipal,,Municipal,DUP,Municipal,PLA,Planejada,PLA,Duplicada,202507A,80,|
157024,454,MS,Eixo Principal,B,-,454BMS0010,ENTR BR-262/454,FIM DE IMPLANTACÃO,0,23.8,23.8,PLA,,,454BMS0010,Estadual,,MS-454,IMP,Estadual,PLA,Planejada,PLA,Implantada,202507A,80,|
157025,454,MS,Eixo Principal,B,-,454BMS0011,FIM DE IMPLANTACÃO,FORTE COIMBRA,23.8,70.3,46.5,PLA,,,454BMS0011,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
157026,455,MG,Eixo Principal,B,Coinc,455BMG0005,ENTR BR-050/365/452/455/497 (UBERLÂNDIA),VIADUTO DR.DÉLIO MENICUCCI (RODOANEL LESTE UBERLÂNDIA),0,3.2,3.2,DUP,,Uberlândia,050BMG0245;455BMG0005,Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada,202507A,80,|
159906,455,MG,Eixo Principal,B,Coinc,455BMG0007,VIADUTO DR.DÉLIO MENICUCCI (RODOANEL LESTE UBERLÂNDIA),ENTR BR-050/455 (ACESSO SUL UBERLÂNDIA),3.2,6.8,3.6,DUP,,Uberlândia,050BMG0250;050NMG1020;455BMG0007,Concessão Federal,,,,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202507A,80,|
159907,455,MG,Eixo Principal,B,Coinc,455BMG0008,ENTR BR-050/455 (ACESSO SUL UBERLÂNDIA),ENTR BR-050/455/MGC-455 (ACESSO SUL UBERLÂNDIA),6.8,17.4,10.6,IMP,EOP,Uberlândia,050NMG1025;455BMG0008,Convênio Adm.Federal/Estadual,,,,Federal,N_PAV,Em obra de Pavimentação,EOP,Implantada Concessão/Convênio,202507A,80,|
157027,455,MG,Eixo Principal,B,-,455BMG0010,ENTR BR-050/455/MGC-455 (ACESSO SUL UBERLÂNDIA),FIM PONTE S/RIO CABAÇAL,17.4,67.7,50.3,PLA,,,455BMG0010,Estadual,,MG-455,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
157028,455,MG,Eixo Principal,B,-,455BMG0011,FIM PONTE S/RIO CABAÇAL,ENTR BR-455/464 (ACESSO NORTE PATRIMÔNIO),67.7,85.5,17.8,PLA,,,455BMG0011,Estadual,,MG-455,IMP,Estadual,PLA,Planejada,PLA,Implantada,202507A,80,|
157029,455,MG,Eixo Principal,B,-,455BMG0012,ENTR BR-455/464 (ACESSO NORTE PATRIMÔNIO),ENTR BR-262/455 (CAMPO FLORIDO),85.5,110.5,25,PLA,,,455BMG0012,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
158708,455,MG,Eixo Principal,B,-,455BMG0020,ENTR BR-262/455 (CAMPO FLORIDO),PIRAJUBA,110.5,135,24.5,PLA,,,455BMG0020,Estadual,,MG-455,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
157030,455,MG,Eixo Principal,B,-,455BMG0030,PIRAJUBA,ENTR BR-364 (DIV MG/SP) (PLANURA),135,166,31,PLA,,,455BMG0030,Estadual,,MG-455,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
157031,456,SP,Eixo Principal,B,-,456BSP0010,ENTR BR-154/262/456 (NHANDEARA),ENTR SP-377 (MONTE APRAZÍVEL),0,39,39,PLA,,,456BSP0010,Estadual,,SP-310,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
157032,456,SP,Eixo Principal,B,-,456BSP0030,ENTR SP-377 (MONTE APRAZÍVEL),ENTR SP-320 (MIRASSOL),39,59.2,20.2,PLA,,,456BSP0030,Estadual,,SP-310,PAV,Estadual,PLA,Planejada,PLA,Pavimentada,202507A,80,|
157033,456,SP,Eixo Principal,B,-,456BSP0050,ENTR SP-320 (MIRASSOL),ENTR BR-153/456 (SÃO JOSÉ DO RIO PRETO),59.2,75.2,16,PLA,,,456BSP0050,Estadual,,SP-310,DUP,Estadual,PLA,Planejada,PLA,Duplicada,202507A,80,|
157034,456,SP,Eixo Principal,B,-,456BSP0070,ENTR BR-153/456 (SÃO JOSÉ DO RIO PRETO),ENTR SP-379,75.2,100.2,25,PLA,,,456BSP0070,Estadual,,SP-310,DUP,Estadual,PLA,Planejada,PLA,Duplicada,202507A,80,|
157035,456,SP,Eixo Principal,B,-,456BSP0090,ENTR SP-379,ACESSO P/CATIGUÁ,100.2,116.6,16.4,PLA,,,456BSP0090,Estadual,,SP-310,DUP,Estadual,PLA,Planejada,PLA,Duplicada,202507A,80,|
157036,456,SP,Eixo Principal,B,-,456BSP0103,ACESSO P/CATIGUÁ,ENTR SP-351 (P/PALMARES PAULISTA),116.6,124.2,7.6,PLA,,,456BSP0103,Estadual,,SP-310,DUP,Estadual,PLA,Planejada,PLA,Duplicada,202507A,80,|
157037,456,SP,Eixo Principal,B,-,456BSP0110,ENTR SP-351 (P/PALMARES PAULISTA),ENTR SP-321 (CATANDUVA),124.2,129,4.8,PLA,,,456BSP0110,Estadual,,SP-310,DUP,Estadual,PLA,Planejada,PLA,Duplicada,202507A,80,|
157038,456,SP,Eixo Principal,B,-,456BSP0130,ENTR SP-321 (CATANDUVA),ENTR SP-333 (P/TAQUARITINGA),129,182.2,53.2,PLA,,,456BSP0130,Estadual,,SP-310,DUP,Estadual,PLA,Planejada,PLA,Duplicada,202507A,80,|
157039,456,SP,Eixo Principal,B,-,456BSP0150,ENTR SP-333 (P/TAQUARITINGA),ENTR BR-267/364,182.2,218.2,36,PLA,,,456BSP0150,Estadual,,SP-310,DUP,Estadual,PLA,Planejada,PLA,Duplicada,202507A,80,|
157046,457,GO,Eixo Principal,B,-,457BGO0010,ENTR BR-050/457 (CRISTALINA),ENTR GO-330 (PONTE FUNDA),0,97.9,97.9,PLA,,,457BGO0010,Federal,,,,Federal,PLA,Planejada,PLA,Planejada,202507A,80,|
